"obs_id" "Zt" "vtime"
"3915" 327 0.0239417479865022 0.3
"3916" 327 0.00328485311306073 0.4
"3917" 327 -0.0173720417603807 0.5
"3918" 327 -0.0380289366338221 0.6
"3921" 327 -0.0999996212541464 0.9
"3922" 327 -0.120656516127588 1
"3926" 328 0.259064417386313 0.2
"3928" 328 0.212635376006174 0.4
"3929" 328 0.189420855316104 0.5
"3930" 328 0.166206334626034 0.6
"3931" 328 0.142991813935965 0.7
"3933" 328 0.0965627725558253 0.9
"3937" 329 0.0135648084058422 0.1
"3939" 329 -0.0353184230995433 0.3
"3942" 329 -0.108643270357621 0.6
"3943" 329 -0.133084886110314 0.7
"3945" 329 -0.1819681176157 0.9
"3946" 329 -0.206409733368392 1
"3947" 329 -0.230851349121085 1.1
"3949" 330 0.0476292729624415 0.1
"3951" 330 -0.018276611020934 0.3
"3952" 330 -0.0512295530126217 0.4
"3955" 330 -0.150088378987685 0.7
"3957" 330 -0.21599426297106 0.9
"3959" 330 -0.281900146954436 1.1
"3961" 331 -0.0108446135463768 0.1
"3963" 331 -0.047915513864537 0.3
"3966" 331 -0.103521864341777 0.6
"3968" 331 -0.140592764659938 0.8
"3970" 331 -0.177663664978098 1
"3971" 331 -0.196199115137178 1.1
"3973" 332 0.0410306300116696 0.1
"3974" 332 0.0156451174152242 0.2
"3975" 332 -0.00974039518122111 0.3
"3976" 332 -0.0351259077776665 0.4
"3977" 332 -0.0605114203741118 0.5
"3979" 332 -0.111282445567003 0.7
"3981" 332 -0.162053470759893 0.9
"3983" 332 -0.212824495952784 1.1
"3986" 333 -0.222791100418614 0.2
"3988" 333 -0.308791121812042 0.4
"3989" 333 -0.351791132508756 0.5
"3990" 333 -0.39479114320547 0.6
"3991" 333 -0.437791153902185 0.7
"3992" 333 -0.480791164598899 0.8
"3994" 333 -0.566791185992327 1
"3996" 333 -0.652791207385755 1.2
"3998" 334 -0.103223761811152 0.2
"3999" 334 -0.13110586896516 0.3
"4001" 334 -0.186870083273177 0.5
"4002" 334 -0.214752190427185 0.6
"4003" 334 -0.242634297581194 0.7
"4004" 334 -0.270516404735202 0.8
"4005" 334 -0.29839851188921 0.9
"4013" 335 -0.220530841253263 0.5
"4014" 335 -0.249173107526362 0.6
"4015" 335 -0.277815373799461 0.7
"4016" 335 -0.306457640072559 0.8
"4017" 335 -0.335099906345658 0.9
"4018" 335 -0.363742172618757 1
"4019" 335 -0.392384438891856 1.1
"4020" 335 -0.421026705164955 1.2
"4026" 336 0.0370494747318986 0.6
"4027" 336 0.018863536272816 0.7
"4028" 336 0.000677597813733277 0.8
"4029" 336 -0.0175083406453494 0.9
"4033" 337 -0.00211740970481471 0.1
"4034" 337 -0.0197612712654927 0.2
"4035" 337 -0.0374051328261707 0.3
"4037" 337 -0.0726928559475267 0.5
"4038" 337 -0.0903367175082047 0.6
"4042" 337 -0.160912163750917 1
"4043" 337 -0.178556025311595 1.1
"4046" 338 -0.182766554718256 0.2
"4049" 338 -0.319275248823931 0.5
"4051" 338 -0.41028104489438 0.7
"4052" 338 -0.455783942929605 0.8
"4054" 338 -0.546789739000055 1
"4057" 339 0.123779293303774 0.1
"4059" 339 0.0903593842678944 0.3
"4071" 340 0.0505610991771547 0.3
"4073" 340 0.00169266847721473 0.5
"4075" 340 -0.0471757622227252 0.7
"4076" 340 -0.0716099775726952 0.8
"4077" 340 -0.0960441929226652 0.9
"4079" 340 -0.144912623622605 1.1
"4080" 340 -0.169346838972575 1.2
"4082" 341 -0.270617776472771 0.2
"4084" 341 -0.323428349091196 0.4
"4088" 341 -0.429049494328047 0.8
"4094" 342 0.0689348981078763 0.2
"4096" 342 0.0212567680430798 0.4
"4100" 342 -0.0740994920865133 0.8
"4101" 342 -0.0979385571189115 0.9
"4102" 342 -0.12177762215131 1
"4104" 342 -0.169455752216106 1.2
"4105" 343 -0.312530037539955 0.1
"4106" 343 -0.340571789749439 0.2
"4109" 343 -0.42469704637789 0.5
"4112" 343 -0.508822303006341 0.8
"4113" 343 -0.536864055215825 0.9
"4114" 343 -0.564905807425309 1
"4115" 343 -0.592947559634792 1.1
"4116" 343 -0.620989311844276 1.2
"4118" 344 0.193602142735906 0.2
"4120" 344 0.150827753794407 0.4
"4124" 344 0.0652789759114088 0.8
"4125" 344 0.0438917814406592 0.9
"4126" 344 0.0225045869699097 1
"4128" 344 -0.0202698019715895 1.2
"4129" 345 0.125605846024283 0.1
"4130" 345 0.0993571717882558 0.2
"4132" 345 0.0468598233162012 0.4
"4133" 345 0.0206111490801738 0.5
"4135" 345 -0.0318861993918808 0.7
"4136" 345 -0.0581348736279082 0.8
"4138" 345 -0.110632222099963 1
"4144" 346 0.0771272141782746 0.4
"4149" 346 0.0302869301077796 0.9
"4153" 347 0.384462671839316 0.1
"4154" 347 0.375629313581083 0.2
"4155" 347 0.366795955322851 0.3
"4156" 347 0.357962597064618 0.4
"4159" 347 0.331462522289919 0.7
"4160" 347 0.322629164031686 0.8
"4164" 347 0.287295730998755 1.2
"4165" 348 0.115311605669036 0.1
"4167" 348 0.083310654896258 0.3
"4168" 348 0.0673101795098691 0.4
"4170" 348 0.0353092287370914 0.6
"4171" 348 0.0193087533507026 0.7
"4173" 348 -0.0126921974220751 0.9
"4177" 349 -0.346169823618473 0.1
"4180" 349 -0.438147588896277 0.4
"4181" 349 -0.468806843988879 0.5
"4185" 349 -0.591443864359284 0.9
"4186" 349 -0.622103119451886 1
"4187" 349 -0.652762374544487 1.1
"4188" 349 -0.683421629637089 1.2
"4190" 350 0.0812780783403059 0.2
"4191" 350 0.0510601408990031 0.3
"4193" 350 -0.00937573398360256 0.5
"4195" 350 -0.0698116088662082 0.7
"4196" 350 -0.100029546307511 0.8
"4199" 350 -0.19068335863142 1.1
"4202" 351 0.0462093226955086 0.2
"4203" 351 0.0282876919405922 0.3
"4205" 351 -0.00755556956924062 0.5
"4209" 351 -0.0792420925889062 0.9
"4213" 352 -0.18927409092761 0.1
"4215" 352 -0.250806816135437 0.3
"4216" 352 -0.281573178739351 0.4
"4217" 352 -0.312339541343265 0.5
"4218" 352 -0.343105903947179 0.6
"4219" 352 -0.373872266551093 0.7
"4220" 352 -0.404638629155007 0.8
"4222" 352 -0.466171354362834 1
"4223" 352 -0.496937716966748 1.1
"4224" 352 -0.527704079570662 1.2
"4225" 353 -0.0238450538732938 0.1
"4226" 353 -0.0518083448138246 0.2
"4228" 353 -0.107734926694886 0.4
"4229" 353 -0.135698217635417 0.5
"4230" 353 -0.163661508575948 0.6
"4233" 353 -0.24755138139754 0.9
"4234" 353 -0.275514672338071 1
"4239" 354 0.0537548913968295 0.3
"4240" 354 0.0299501645010048 0.4
"4242" 354 -0.0176592892906446 0.6
"4243" 354 -0.0414640161864692 0.7
"4244" 354 -0.065268743082294 0.8
"4251" 355 -0.226683168899391 0.3
"4252" 355 -0.234720649386958 0.4
"4254" 355 -0.25079561036209 0.6
"4255" 355 -0.258833090849657 0.7
"4257" 355 -0.27490805182479 0.9
"4262" 356 0.182262387965152 0.2
"4263" 356 0.167051236977662 0.3
"4268" 356 0.0909954820402163 0.8
"4272" 356 0.0301508780902595 1.2
"4273" 357 -0.0721494855382917 0.1
"4274" 357 -0.0960277581744504 0.2
"4275" 357 -0.119906030810609 0.3
"4276" 357 -0.143784303446768 0.4
"4281" 357 -0.263175666627562 0.9
"4282" 357 -0.287053939263721 1
"4284" 357 -0.334810484536038 1.2
"4285" 358 0.340802052725149 0.1
"4291" 358 0.220936435695382 0.7
"4292" 358 0.200958832857087 0.8
"4293" 358 0.180981230018793 0.9
"4297" 359 -0.242251027774028 0.1
"4299" 359 -0.314964293842077 0.3
"4300" 359 -0.351320926876102 0.4
"4301" 359 -0.387677559910126 0.5
"4302" 359 -0.424034192944151 0.6
"4303" 359 -0.460390825978176 0.7
"4305" 359 -0.533104092046225 0.9
"4306" 359 -0.56946072508025 1
"4307" 359 -0.605817358114274 1.1
"4308" 359 -0.642173991148299 1.2
"4309" 360 0.24295352405958 0.1
"4310" 360 0.230524287003895 0.2
"4311" 360 0.218095049948209 0.3
"4313" 360 0.193236575836839 0.5
"4318" 360 0.131090390558414 1
"4323" 361 -0.028435581086783 0.3
"4325" 361 -0.066092945279712 0.5
"4326" 361 -0.0849216273761765 0.6
"4327" 361 -0.103750309472641 0.7
"4328" 361 -0.122578991569106 0.8
"4333" 362 -0.113946631654238 0.1
"4334" 362 -0.134197666660102 0.2
"4337" 362 -0.194950771677694 0.5
"4339" 362 -0.235452841689422 0.7
"4344" 362 -0.336708016718742 1.2
"4345" 363 -0.461021276555567 0.1
"4346" 363 -0.496805818367871 0.2
"4349" 363 -0.604159443804783 0.5
"4350" 363 -0.639943985617088 0.6
"4351" 363 -0.675728527429392 0.7
"4352" 363 -0.711513069241696 0.8
"4356" 363 -0.854651236490913 1.2
"4357" 364 -0.239810689451525 0.1
"4359" 364 -0.324879622526778 0.3
"4360" 364 -0.367414089064405 0.4
"4364" 364 -0.53755195521491 0.8
"4365" 364 -0.580086421752537 0.9
"4368" 364 -0.707689821365416 1.2
"4369" 365 -0.205444274988683 0.1
"4370" 365 -0.248153518382146 0.2
"4371" 365 -0.29086276177561 0.3
"4372" 365 -0.333572005169073 0.4
"4373" 365 -0.376281248562537 0.5
"4374" 365 -0.418990491956 0.6
"4375" 365 -0.461699735349463 0.7
"4376" 365 -0.504408978742927 0.8
"4377" 365 -0.54711822213639 0.9
"4378" 365 -0.589827465529854 1
"4379" 365 -0.632536708923317 1.1
"4381" 366 -0.205785647366431 0.1
"4382" 366 -0.237140100679373 0.2
"4383" 366 -0.268494553992315 0.3
"4390" 366 -0.487975727182912 1
"4391" 366 -0.519330180495854 1.1
"4395" 367 -0.213884167782681 0.3
"4398" 367 -0.315392668343435 0.6
"4407" 368 -0.384607209212139 0.3
"4413" 368 -0.596158475354773 0.9
"4414" 368 -0.631417019711878 1
"4416" 368 -0.701934108426089 1.2
"4417" 369 -0.131502217171821 0.1
"4418" 369 -0.169020772080408 0.2
"4420" 369 -0.244057881897583 0.4
"4421" 369 -0.28157643680617 0.5
"4423" 369 -0.356613546623344 0.7
"4424" 369 -0.394132101531931 0.8
"4425" 369 -0.431650656440519 0.9
"4426" 369 -0.469169211349106 1
"4428" 369 -0.54420632116628 1.2
"4429" 370 0.313531894062629 0.1
"4430" 370 0.294959222437046 0.2
"4431" 370 0.276386550811463 0.3
"4443" 371 -0.262310508640793 0.3
"4444" 371 -0.29014441949845 0.4
"4445" 371 -0.317978330356107 0.5
"4447" 371 -0.37364615207142 0.7
"4448" 371 -0.401480062929077 0.8
"4449" 371 -0.429313973786734 0.9
"4451" 371 -0.484981795502048 1.1
"4452" 371 -0.512815706359705 1.2
"4458" 372 -0.288893140918678 0.6
"4459" 372 -0.316845274137692 0.7
"4460" 372 -0.344797407356706 0.8
"4462" 372 -0.400701673794733 1
"4465" 373 -0.270540918593208 0.1
"4466" 373 -0.293605638587674 0.2
"4467" 373 -0.316670358582139 0.3
"4469" 373 -0.36279979857107 0.5
"4474" 373 -0.478123398543398 1
"4476" 373 -0.524252838532329 1.2
"4480" 374 0.254336916282927 0.4
"4481" 374 0.239881808533734 0.5
"4482" 374 0.225426700784542 0.6
"4484" 374 0.196516485286156 0.8
"4485" 374 0.182061377536963 0.9
"4486" 374 0.16760626978777 1
"4488" 374 0.138696054289385 1.2
"4489" 375 0.338165902022362 0.1
"4490" 375 0.32991247341387 0.2
"4491" 375 0.321659044805378 0.3
"4492" 375 0.313405616196886 0.4
"4493" 375 0.305152187588394 0.5
"4495" 375 0.28864533037141 0.7
"4502" 376 0.0613659292233675 0.2
"4503" 376 0.0406923035194425 0.3
"4504" 376 0.0200186778155175 0.4
"4505" 376 -0.000654947888407476 0.5
"4507" 376 -0.0420021992962575 0.7
"4508" 376 -0.0626758250001825 0.8
"4509" 376 -0.0833494507041075 0.9
"4510" 376 -0.104023076408032 1
"4514" 377 -0.217044875855732 0.2
"4515" 377 -0.249907360277566 0.3
"4516" 377 -0.282769844699401 0.4
"4517" 377 -0.315632329121235 0.5
"4518" 377 -0.348494813543069 0.6
"4521" 377 -0.447082266808571 0.9
"4524" 377 -0.545669720074074 1.2
"4525" 378 0.424423305022583 0.1
"4526" 378 0.42053217052461 0.2
"4527" 378 0.416641036026637 0.3
"4529" 378 0.408858767030691 0.5
"4530" 378 0.404967632532718 0.6
"4532" 378 0.397185363536772 0.8
"4538" 379 0.0344662360899135 0.2
"4540" 379 -0.00864613340949927 0.4
"4541" 379 -0.0302023181592056 0.5
"4544" 379 -0.0948708724083248 0.8
"4545" 379 -0.116427057158031 0.9
"4547" 379 -0.159539426657444 1.1
"4548" 379 -0.18109561140715 1.2
"4549" 380 0.0543313805031147 0.1
"4550" 380 0.0331063689318614 0.2
"4554" 380 -0.0517936773531519 0.6
"4557" 380 -0.115468712066912 0.9
"4558" 380 -0.136693723638165 1
"4559" 380 -0.157918735209419 1.1
"4561" 381 -0.15671349634306 0.1
"4562" 381 -0.18117798755662 0.2
"4564" 381 -0.230106969983738 0.4
"4566" 381 -0.279035952410856 0.6
"4568" 381 -0.327964934837974 0.8
"4570" 381 -0.376893917265093 1
"4574" 382 0.0386957865431818 0.2
"4576" 382 0.00541375070308189 0.4
"4577" 382 -0.0112272672169681 0.5
"4578" 382 -0.027868285137018 0.6
"4580" 382 -0.061150320977118 0.8
"4581" 382 -0.0777913388971679 0.9
"4582" 382 -0.0944323568172179 1
"4584" 382 -0.127714392657318 1.2
"4585" 383 0.0256244867764648 0.1
"4588" 383 -0.0486265096787796 0.4
"4589" 383 -0.0733768418305278 0.5
"4591" 383 -0.122877506134024 0.7
"4592" 383 -0.147627838285772 0.8
"4598" 384 0.0395572677234011 0.2
"4599" 384 0.0220421963132932 0.3
"4600" 384 0.00452712490318534 0.4
"4601" 384 -0.0129879465069225 0.5
"4602" 384 -0.0305030179170304 0.6
"4603" 384 -0.0480180893271382 0.7
"4605" 384 -0.083048232147354 0.9
"4606" 384 -0.100563303557462 1
"4607" 384 -0.11807837496757 1.1
"4608" 384 -0.135593446377678 1.2
"4609" 385 -0.0527356195424279 0.1
"4610" 385 -0.0765779901180706 0.2
"4612" 385 -0.124262731269356 0.4
"4614" 385 -0.171947472420641 0.6
"4615" 385 -0.195789842996284 0.7
"4616" 385 -0.219632213571927 0.8
"4617" 385 -0.243474584147569 0.9
"4618" 385 -0.267316954723212 1
"4619" 385 -0.291159325298855 1.1
"4620" 385 -0.315001695874498 1.2
"4621" 386 -0.333069573244158 0.1
"4624" 386 -0.423885100138947 0.4
"4625" 386 -0.454156942437209 0.5
"4626" 386 -0.484428784735472 0.6
"4628" 386 -0.544972469331998 0.8
"4629" 386 -0.575244311630261 0.9
"4633" 387 0.303894508235773 0.1
"4634" 387 0.28929511205811 0.2
"4635" 387 0.274695715880447 0.3
"4636" 387 0.260096319702784 0.4
"4637" 387 0.245496923525122 0.5
"4638" 387 0.230897527347459 0.6
"4640" 387 0.201698734992133 0.8
"4642" 387 0.172499942636807 1
"4643" 387 0.157900546459144 1.1
"4644" 387 0.143301150281481 1.2
"4645" 388 0.200857842521177 0.1
"4646" 388 0.1811412385429 0.2
"4647" 388 0.161424634564624 0.3
"4649" 388 0.12199142660807 0.5
"4650" 388 0.102274822629794 0.6
"4661" 389 -0.373244006553357 0.5
"4662" 389 -0.406735871843989 0.6
"4663" 389 -0.440227737134622 0.7
"4664" 389 -0.473719602425255 0.8
"4665" 389 -0.507211467715888 0.9
"4666" 389 -0.54070333300652 1
"4667" 389 -0.574195198297153 1.1
"4668" 389 -0.607687063587786 1.2
"4669" 390 0.448588692646037 0.1
"4670" 390 0.446167505431458 0.2
"4671" 390 0.443746318216879 0.3
"4672" 390 0.4413251310023 0.4
"4674" 390 0.436482756573142 0.6
"4676" 390 0.431640382143984 0.8
"4678" 390 0.426798007714826 1
"4680" 390 0.421955633285668 1.2
"4682" 391 0.0206342109300774 0.2
"4684" 391 -0.0245510226011884 0.4
"4685" 391 -0.0471436393668213 0.5
"4691" 391 -0.182699339960619 1.1
"4695" 392 0.119586042061313 0.3
"4697" 392 0.0731169634761392 0.5
"4701" 392 -0.0198211936942085 0.9
"4704" 392 -0.0895248115719691 1.2
"4705" 393 -0.0428570248851786 0.1
"4707" 393 -0.0937512115161208 0.3
"4709" 393 -0.144645398147063 0.5
"4710" 393 -0.170092491462534 0.6
"4711" 393 -0.195539584778005 0.7
"4712" 393 -0.220986678093476 0.8
"4713" 393 -0.246433771408947 0.9
"4714" 393 -0.271880864724418 1
"4715" 393 -0.29732795803989 1.1
"4717" 394 0.116154754510622 0.1
"4718" 394 0.110771294985847 0.2
"4719" 394 0.105387835461073 0.3
"4721" 394 0.0946209164115247 0.5
"4733" 395 -0.822235546898065 0.5
"4735" 395 -0.912484586328535 0.7
"4739" 395 -1.09298266518948 1.1
"4740" 395 -1.13810718490471 1.2
"4743" 396 -0.291186339456243 0.3
"4744" 396 -0.333009290337222 0.4
"4745" 396 -0.374832241218201 0.5
"4747" 396 -0.458478142980159 0.7
"4748" 396 -0.500301093861139 0.8
"4750" 396 -0.583946995623097 1
"4753" 397 0.00559408732492399 0.1
"4754" 397 -0.0242440718770999 0.2
"4756" 397 -0.0839203902811476 0.4
"4757" 397 -0.113758549483172 0.5
"4759" 397 -0.173434867887219 0.7
"4761" 397 -0.233111186291267 0.9
"4762" 397 -0.262949345493291 1
"4763" 397 -0.292787504695315 1.1
"4764" 397 -0.322625663897339 1.2
"4765" 398 0.335183033345017 0.1
"4766" 398 0.32631841874781 0.2
"4777" 399 0.201046140829025 0.1
"4778" 399 0.183152631348308 0.2
"4779" 399 0.165259121867592 0.3
"4781" 399 0.12947210290616 0.5
"4782" 399 0.111578593425443 0.6
"4789" 400 -0.340457455975174 0.1
"4790" 400 -0.386540875017981 0.2
"4795" 400 -0.616957970232016 0.7
"4798" 400 -0.755208227360437 1
"4799" 400 -0.801291646403244 1.1
"4800" 400 -0.847375065446051 1.2
